Timestamp,Value.Seconds,Value.Value
10255.17808,10255.20752,True
10255.261408,10255.293408,False
10256.361376,10256.393472,True
10257.361344,10257.393472,False
10257.911328,10257.943584,True
10257.911328,10257.94368,False
10320.559584,10320.582528,True
10321.559584,10321.58256,False
10322.126208,10322.152672,True
10322.126208,10322.152768,False
10361.475136,10361.50672,True
10361.558464,10361.592608,False
10362.6584,10362.692608,True
10363.658368,10363.69264,False
10364.208384,10364.239072,True
10364.208384,10364.239168,False
10371.674816,10371.712512,True
10371.774816,10371.7984,False
10372.874784,10372.898432,True
10373.874752,10373.898464,False
10374.408064,10374.429824,True
10374.408064,10374.429856,False
10381.091232,10381.12544,True
10381.17456,10381.211328,False
10382.274528,10382.311328,True
10383.274496,10383.31136,False
10383.791136,10383.827456,True
10383.791136,10383.827552,False
10407.257152,10407.289184,True
10407.34048,10407.375072,False
10408.357088,10408.384576,True
10409.357088,10409.38464,False
10409.8904,10409.922336,True
10409.8904,10409.922432,False
10426.223264,10426.25328,True
10426.306592,10426.3392,False
10427.40656,10427.4392,True
10428.40656,10428.439232,False
10428.9232,10428.959648,True
10428.9232,10428.959744,False
10460.838944,10460.87312,True
10460.922272,10460.959008,False
10461.988896,10462.014656,True
10462.988896,10463.014656,False
10463.522208,10463.546464,True
10463.522208,10463.54656,False
10518.58736,10518.620928,True
10518.670688,10518.706848,False
10519.770656,10519.806848,True
10520.770656,10520.80688,False
10521.33728,10521.367584,True
10521.33728,10521.367712,False
10559.636192,10559.675392,True
10560.652864,10560.675424,False
10561.186176,10561.222336,True
10561.186176,10561.222432,False
10577.31904,10577.344576,True
10577.402368,10577.430496,False
10578.502336,10578.530496,True
10579.502336,10579.530528,False
10580.018976,10580.056288,True
10580.018976,10580.056352,False
10592.351968,10592.378208,True
10592.435296,10592.464096,False
10593.535264,10593.564128,True
10594.535232,10594.564128,False
10595.068576,10595.09376,True
10595.068576,10595.093856,False
10625.401024,10625.431488,True
10625.484384,10625.517376,False
10626.58432,10626.617408,True
10627.58432,10627.61744,False
10628.134304,10628.166144,True
10628.134304,10628.16624,False
10635.900736,10635.935808,True
10635.984064,10636.021696,False
10637.084032,10637.121728,True
10638.084032,10638.12176,False
10638.600672,10638.636768,True
10638.600672,10638.636864,False
10661.28336,10661.311936,True
10661.366688,10661.397824,False
10662.466656,10662.497856,True
10663.466624,10663.497888,False
10663.999936,10664.027296,True
10663.999936,10664.027392,False
10692.265824,10692.296704,True
10693.265792,10693.296704,False
10693.815776,10693.848608,True
10693.815776,10693.848736,False
10758.180672,10758.211296,True
10759.180608,10759.211296,False
10759.780608,10759.8088,True
10759.780608,10759.808928,False
10772.496896,10772.52848,True
10773.496864,10773.52848,False
10774.013568,10774.050144,True
10774.013568,10774.05024,False
10836.728448,10836.758368,True
10836.811776,10836.844256,False
10837.911744,10837.944256,True
10838.91168,10838.944288,False
10839.49504,10839.528512,True
10839.49504,10839.528608,False
10846.9448,10846.974176,True
10847.028128,10847.060064,False
10848.128096,10848.160064,True
10849.128096,10849.160128,False
10849.644736,10849.678432,True
10849.644736,10849.678528,False
10859.544416,10859.575104,True
10859.627744,10859.661024,False
10860.727744,10860.756256,True
10861.727712,10861.756256,False
10862.244384,10862.277312,True
10862.244384,10862.277408,False
10865.377632,10865.400672,True
10865.46096,10865.48656,False
10866.560896,10866.58656,True
10867.560864,10867.586592,False
10868.077536,10868.09952,True
10868.077536,10868.099616,False
10887.543648,10887.566848,True
10888.543616,10888.566848,False
10889.060256,10889.092352,True
10889.060256,10889.092448,False
10894.326784,10894.358272,True
10895.326784,10895.358304,False
10895.843424,10895.8776,True
10895.843424,10895.877728,False
10911.592992,10911.625856,True
10911.67632,10911.711744,False
10912.776256,10912.811744,True
10913.776288,10913.811776,False
10914.309568,10914.333088,True
10914.309568,10914.333216,False
10958.075008,10958.102016,True
10959.075008,10959.102048,False
10959.62496,10959.652672,True
10959.62496,10959.652768,False
10978.291072,10978.31712,True
10979.291072,10979.317184,False
10979.807712,10979.844576,True
10979.807712,10979.844672,False
11042.655936,11042.688,True
11043.655936,11043.688032,False
11044.222592,11044.248448,True
11044.222592,11044.248544,False
11045.772512,11045.81056,True
11045.872512,11045.896448,False
11046.972512,11046.996512,True
11047.972448,11047.996512,False
11048.472448,11048.505504,True
11048.472448,11048.505632,False
11059.655456,11059.68976,True
11059.738784,11059.775648,False
11060.838752,11060.87568,True
11061.838688,11061.87568,False
